Protein Code,Docking Score
7102.pdbqt,-8.355
4590.pdbqt,-8.355
7405.pdbqt,-8.355
5838.pdbqt,-8.355
8664.pdbqt,-8.355
5350.pdbqt,-8.355
7121.pdbqt,-8.354
5482.pdbqt,-8.354
7132.pdbqt,-8.354
5289.pdbqt,-8.354
2697.pdbqt,-8.354
3826.pdbqt,-8.354
4586.pdbqt,-8.353
7253.pdbqt,-8.353
8660.pdbqt,-8.353
8585.pdbqt,-8.353
8294.pdbqt,-8.353
1939.pdbqt,-8.352
6542.pdbqt,-8.352
1660.pdbqt,-8.352
8777.pdbqt,-8.352
721.pdbqt,-8.352
3448.pdbqt,-8.352
3744.pdbqt,-8.352
7828.pdbqt,-8.352
4804.pdbqt,-8.352
2714.pdbqt,-8.352
2004.pdbqt,-8.351
4682.pdbqt,-8.351
4894.pdbqt,-8.351
2436.pdbqt,-8.351
5575.pdbqt,-8.351
4770.pdbqt,-8.351
864.pdbqt,-8.35
8323.pdbqt,-8.349
5971.pdbqt,-8.349
7458.pdbqt,-8.349
4904.pdbqt,-8.348
1790.pdbqt,-8.348
3935.pdbqt,-8.348
2736.pdbqt,-8.347
8871.pdbqt,-8.347
2914.pdbqt,-8.347
519.pdbqt,-8.347
3561.pdbqt,-8.346
199.pdbqt,-8.346
4208.pdbqt,-8.346
1170.pdbqt,-8.346
7432.pdbqt,-8.346
3876.pdbqt,-8.346
54.pdbqt,-8.345
6476.pdbqt,-8.345
3236.pdbqt,-8.345
7860.pdbqt,-8.345
1683.pdbqt,-8.345
8309.pdbqt,-8.345
1821.pdbqt,-8.344
5137.pdbqt,-8.344
3885.pdbqt,-8.344
545.pdbqt,-8.344
5306.pdbqt,-8.344
3398.pdbqt,-8.343
3937.pdbqt,-8.343
4396.pdbqt,-8.343
3905.pdbqt,-8.343
7339.pdbqt,-8.343
429.pdbqt,-8.343
4297.pdbqt,-8.343
5739.pdbqt,-8.343
7499.pdbqt,-8.342
1242.pdbqt,-8.342
5734.pdbqt,-8.342
1262.pdbqt,-8.342
7450.pdbqt,-8.342
4619.pdbqt,-8.341
7706.pdbqt,-8.341
854.pdbqt,-8.341
7106.pdbqt,-8.341
6660.pdbqt,-8.34
2013.pdbqt,-8.34
7882.pdbqt,-8.34
7936.pdbqt,-8.339
83.pdbqt,-8.339
4054.pdbqt,-8.339
5360.pdbqt,-8.338
6998.pdbqt,-8.338
1908.pdbqt,-8.338
7931.pdbqt,-8.338
8832.pdbqt,-8.338
5831.pdbqt,-8.338
5690.pdbqt,-8.338
8158.pdbqt,-8.337
6839.pdbqt,-8.337
4446.pdbqt,-8.337
994.pdbqt,-8.337
2407.pdbqt,-8.336
8226.pdbqt,-8.336
5972.pdbqt,-8.335
7539.pdbqt,-8.335
4024.pdbqt,-8.335
4225.pdbqt,-8.335
7553.pdbqt,-8.335
4871.pdbqt,-8.335
7703.pdbqt,-8.335
1806.pdbqt,-8.335
3125.pdbqt,-8.334
1030.pdbqt,-8.334
5251.pdbqt,-8.334
3059.pdbqt,-8.334
2017.pdbqt,-8.334
139.pdbqt,-8.333
1435.pdbqt,-8.333
5842.pdbqt,-8.333
4515.pdbqt,-8.333
8971.pdbqt,-8.333
3915.pdbqt,-8.333
7012.pdbqt,-8.333
769.pdbqt,-8.332
465.pdbqt,-8.332
1851.pdbqt,-8.332
5465.pdbqt,-8.331
8856.pdbqt,-8.331
3086.pdbqt,-8.331
8687.pdbqt,-8.33
3365.pdbqt,-8.33
6381.pdbqt,-8.33
4128.pdbqt,-8.33
6851.pdbqt,-8.33
8063.pdbqt,-8.33
8997.pdbqt,-8.33
7616.pdbqt,-8.329
5132.pdbqt,-8.329
5124.pdbqt,-8.329
7078.pdbqt,-8.329
1962.pdbqt,-8.329
6401.pdbqt,-8.329
3912.pdbqt,-8.328
3956.pdbqt,-8.328
3075.pdbqt,-8.328
6466.pdbqt,-8.327
785.pdbqt,-8.327
1916.pdbqt,-8.327
4652.pdbqt,-8.327
7825.pdbqt,-8.327
20.pdbqt,-8.327
4583.pdbqt,-8.327
1487.pdbqt,-8.327
3493.pdbqt,-8.327
7474.pdbqt,-8.326
8423.pdbqt,-8.326
7593.pdbqt,-8.326
8481.pdbqt,-8.326
9158.pdbqt,-8.326
6038.pdbqt,-8.326
6415.pdbqt,-8.326
5622.pdbqt,-8.325
2009.pdbqt,-8.325
5976.pdbqt,-8.325
6210.pdbqt,-8.324
3842.pdbqt,-8.324
8507.pdbqt,-8.323
8558.pdbqt,-8.323
2634.pdbqt,-8.323
4601.pdbqt,-8.323
7613.pdbqt,-8.323
9015.pdbqt,-8.323
5267.pdbqt,-8.323
3199.pdbqt,-8.322
4182.pdbqt,-8.322
7934.pdbqt,-8.322
8280.pdbqt,-8.322
3029.pdbqt,-8.321
3888.pdbqt,-8.321
1886.pdbqt,-8.321
7103.pdbqt,-8.321
4928.pdbqt,-8.321
4428.pdbqt,-8.32
4548.pdbqt,-8.32
1652.pdbqt,-8.32
4295.pdbqt,-8.32
3046.pdbqt,-8.32
4319.pdbqt,-8.32
7125.pdbqt,-8.32
6432.pdbqt,-8.32
7036.pdbqt,-8.32
618.pdbqt,-8.319
8039.pdbqt,-8.319
917.pdbqt,-8.319
1126.pdbqt,-8.319
8065.pdbqt,-8.319
2252.pdbqt,-8.319
4895.pdbqt,-8.319
137.pdbqt,-8.318
3091.pdbqt,-8.318
3121.pdbqt,-8.318
5336.pdbqt,-8.318
6566.pdbqt,-8.317
4391.pdbqt,-8.317
481.pdbqt,-8.317
5999.pdbqt,-8.317
227.pdbqt,-8.317
35.pdbqt,-8.317
7247.pdbqt,-8.317
1112.pdbqt,-8.316
5774.pdbqt,-8.316
5777.pdbqt,-8.316
6779.pdbqt,-8.316
7308.pdbqt,-8.316
7485.pdbqt,-8.316
7951.pdbqt,-8.315
8594.pdbqt,-8.315
2238.pdbqt,-8.315
2430.pdbqt,-8.315
8394.pdbqt,-8.315
3701.pdbqt,-8.315
1331.pdbqt,-8.315
7736.pdbqt,-8.315
8849.pdbqt,-8.314
2916.pdbqt,-8.314
2302.pdbqt,-8.314
3037.pdbqt,-8.314
9072.pdbqt,-8.314
7088.pdbqt,-8.314
969.pdbqt,-8.313
4407.pdbqt,-8.313
3168.pdbqt,-8.313
5227.pdbqt,-8.313
6151.pdbqt,-8.313
2513.pdbqt,-8.312
1622.pdbqt,-8.312
8746.pdbqt,-8.311
911.pdbqt,-8.311
8973.pdbqt,-8.311
6389.pdbqt,-8.311
3342.pdbqt,-8.31
2235.pdbqt,-8.31
6947.pdbqt,-8.31
3440.pdbqt,-8.31
3933.pdbqt,-8.31
306.pdbqt,-8.31
4402.pdbqt,-8.31
70.pdbqt,-8.309
2945.pdbqt,-8.309
5305.pdbqt,-8.309
1018.pdbqt,-8.309
5638.pdbqt,-8.309
6319.pdbqt,-8.309
3658.pdbqt,-8.309
7199.pdbqt,-8.309
2747.pdbqt,-8.309
4691.pdbqt,-8.309
8035.pdbqt,-8.309
5090.pdbqt,-8.308
3127.pdbqt,-8.308
916.pdbqt,-8.308
6490.pdbqt,-8.308
8487.pdbqt,-8.308
8714.pdbqt,-8.308
8990.pdbqt,-8.308
4188.pdbqt,-8.307
3284.pdbqt,-8.307
6748.pdbqt,-8.307
2961.pdbqt,-8.307
8820.pdbqt,-8.307
4136.pdbqt,-8.306
5157.pdbqt,-8.306
1812.pdbqt,-8.306
3706.pdbqt,-8.306
2466.pdbqt,-8.306
4544.pdbqt,-8.305
8682.pdbqt,-8.305
4131.pdbqt,-8.305
7157.pdbqt,-8.305
6887.pdbqt,-8.304
5488.pdbqt,-8.304
395.pdbqt,-8.304
7800.pdbqt,-8.304
1098.pdbqt,-8.304
3096.pdbqt,-8.304
2372.pdbqt,-8.303
5170.pdbqt,-8.303
6310.pdbqt,-8.303
2763.pdbqt,-8.303
9042.pdbqt,-8.303
972.pdbqt,-8.303
6280.pdbqt,-8.303
6358.pdbqt,-8.302
448.pdbqt,-8.302
1219.pdbqt,-8.302
8062.pdbqt,-8.302
1781.pdbqt,-8.302
2.pdbqt,-8.302
7290.pdbqt,-8.302
7080.pdbqt,-8.302
4999.pdbqt,-8.302
2908.pdbqt,-8.301
2404.pdbqt,-8.301
8798.pdbqt,-8.301
1282.pdbqt,-8.301
1811.pdbqt,-8.3
8255.pdbqt,-8.3
4308.pdbqt,-8.3
5206.pdbqt,-8.3
3020.pdbqt,-8.3
3348.pdbqt,-8.3
6250.pdbqt,-8.3
2842.pdbqt,-8.299
1734.pdbqt,-8.299
9101.pdbqt,-8.299
4625.pdbqt,-8.298
6889.pdbqt,-8.298
1345.pdbqt,-8.298
4644.pdbqt,-8.297
2088.pdbqt,-8.297
1872.pdbqt,-8.297
5687.pdbqt,-8.297
8505.pdbqt,-8.297
5896.pdbqt,-8.297
2072.pdbqt,-8.297
7735.pdbqt,-8.297
2966.pdbqt,-8.296
7980.pdbqt,-8.296
8424.pdbqt,-8.296
1346.pdbqt,-8.296
2232.pdbqt,-8.296
5647.pdbqt,-8.295
7359.pdbqt,-8.295
7596.pdbqt,-8.295
3702.pdbqt,-8.295
4460.pdbqt,-8.295
6828.pdbqt,-8.295
926.pdbqt,-8.295
7375.pdbqt,-8.295
442.pdbqt,-8.295
5669.pdbqt,-8.295
1184.pdbqt,-8.294
9114.pdbqt,-8.294
6396.pdbqt,-8.294
2131.pdbqt,-8.294
3102.pdbqt,-8.294
1555.pdbqt,-8.293
8387.pdbqt,-8.293
3917.pdbqt,-8.293
6695.pdbqt,-8.293
9144.pdbqt,-8.292
6357.pdbqt,-8.292
2083.pdbqt,-8.291
6727.pdbqt,-8.291
7006.pdbqt,-8.291
8347.pdbqt,-8.291
3427.pdbqt,-8.291
7475.pdbqt,-8.291
662.pdbqt,-8.29
2786.pdbqt,-8.29
2825.pdbqt,-8.29
4420.pdbqt,-8.29
4137.pdbqt,-8.29
9061.pdbqt,-8.289
3840.pdbqt,-8.289
4552.pdbqt,-8.289
8003.pdbqt,-8.289
660.pdbqt,-8.289
1348.pdbqt,-8.289
8691.pdbqt,-8.289
2626.pdbqt,-8.289
5804.pdbqt,-8.288
2447.pdbqt,-8.288
8921.pdbqt,-8.288
8241.pdbqt,-8.288
9014.pdbqt,-8.288
7105.pdbqt,-8.288
6422.pdbqt,-8.287
7675.pdbqt,-8.287
1654.pdbqt,-8.287
9082.pdbqt,-8.287
860.pdbqt,-8.287
4545.pdbqt,-8.286
2627.pdbqt,-8.286
5504.pdbqt,-8.286
1024.pdbqt,-8.286
4056.pdbqt,-8.286
630.pdbqt,-8.286
6480.pdbqt,-8.286
8845.pdbqt,-8.286
2990.pdbqt,-8.286
6448.pdbqt,-8.286
7604.pdbqt,-8.285
6655.pdbqt,-8.285
965.pdbqt,-8.285
8826.pdbqt,-8.285
5593.pdbqt,-8.285
8171.pdbqt,-8.285
8463.pdbqt,-8.285
8498.pdbqt,-8.285
443.pdbqt,-8.285
6649.pdbqt,-8.285
881.pdbqt,-8.285
8740.pdbqt,-8.285
3676.pdbqt,-8.285
4164.pdbqt,-8.284
2858.pdbqt,-8.284
895.pdbqt,-8.284
2492.pdbqt,-8.283
3260.pdbqt,-8.283
2196.pdbqt,-8.283
892.pdbqt,-8.283
807.pdbqt,-8.283
6166.pdbqt,-8.283
8976.pdbqt,-8.283
1604.pdbqt,-8.283
4151.pdbqt,-8.283
2488.pdbqt,-8.283
2563.pdbqt,-8.282
4247.pdbqt,-8.282
7288.pdbqt,-8.282
5332.pdbqt,-8.282
6508.pdbqt,-8.282
6948.pdbqt,-8.282
8936.pdbqt,-8.282
1852.pdbqt,-8.281
2824.pdbqt,-8.281
1763.pdbqt,-8.281
589.pdbqt,-8.281
7933.pdbqt,-8.28
8274.pdbqt,-8.28
1053.pdbqt,-8.279
1548.pdbqt,-8.279
2159.pdbqt,-8.279
8023.pdbqt,-8.279
6271.pdbqt,-8.278
1930.pdbqt,-8.278
6929.pdbqt,-8.278
870.pdbqt,-8.277
3233.pdbqt,-8.277
1620.pdbqt,-8.277
5147.pdbqt,-8.277
3557.pdbqt,-8.277
678.pdbqt,-8.277
8884.pdbqt,-8.277
8058.pdbqt,-8.277
6461.pdbqt,-8.276
8563.pdbqt,-8.276
8275.pdbqt,-8.276
7673.pdbqt,-8.275
6534.pdbqt,-8.275
701.pdbqt,-8.275
1631.pdbqt,-8.275
3358.pdbqt,-8.274
9026.pdbqt,-8.274
2340.pdbqt,-8.274
4534.pdbqt,-8.274
5444.pdbqt,-8.274
8745.pdbqt,-8.273
1850.pdbqt,-8.273
8047.pdbqt,-8.273
3100.pdbqt,-8.273
5213.pdbqt,-8.273
872.pdbqt,-8.272
5092.pdbqt,-8.272
8818.pdbqt,-8.272
3851.pdbqt,-8.272
4120.pdbqt,-8.272
3865.pdbqt,-8.272
4919.pdbqt,-8.271
3577.pdbqt,-8.271
7049.pdbqt,-8.271
1169.pdbqt,-8.271
770.pdbqt,-8.27
935.pdbqt,-8.27
2839.pdbqt,-8.27
6743.pdbqt,-8.27
7056.pdbqt,-8.27
7109.pdbqt,-8.27
1149.pdbqt,-8.27
1808.pdbqt,-8.27
2320.pdbqt,-8.269
7001.pdbqt,-8.269
5897.pdbqt,-8.268
890.pdbqt,-8.268
1015.pdbqt,-8.268
1672.pdbqt,-8.268
1207.pdbqt,-8.267
4283.pdbqt,-8.267
1861.pdbqt,-8.267
4216.pdbqt,-8.267
4812.pdbqt,-8.267
8567.pdbqt,-8.265
4353.pdbqt,-8.265
3276.pdbqt,-8.265
6559.pdbqt,-8.265
4925.pdbqt,-8.265
6274.pdbqt,-8.264
1978.pdbqt,-8.264
6403.pdbqt,-8.264
8085.pdbqt,-8.264
8440.pdbqt,-8.262
4301.pdbqt,-8.262
9085.pdbqt,-8.262
7408.pdbqt,-8.262
5210.pdbqt,-8.262
8455.pdbqt,-8.262
5445.pdbqt,-8.261
5414.pdbqt,-8.261
1404.pdbqt,-8.261
63.pdbqt,-8.261
3215.pdbqt,-8.261
6142.pdbqt,-8.261
7445.pdbqt,-8.26
3356.pdbqt,-8.26
4687.pdbqt,-8.26
8277.pdbqt,-8.26
187.pdbqt,-8.26
2772.pdbqt,-8.26
5695.pdbqt,-8.26
2675.pdbqt,-8.26
6113.pdbqt,-8.259
6487.pdbqt,-8.259
1901.pdbqt,-8.259
1260.pdbqt,-8.259
8279.pdbqt,-8.259
6328.pdbqt,-8.259
913.pdbqt,-8.258
2355.pdbqt,-8.258
1062.pdbqt,-8.258
3112.pdbqt,-8.258
3575.pdbqt,-8.258
412.pdbqt,-8.257
639.pdbqt,-8.257
2783.pdbqt,-8.257
6846.pdbqt,-8.257
836.pdbqt,-8.257
8914.pdbqt,-8.257
5812.pdbqt,-8.257
4263.pdbqt,-8.257
8720.pdbqt,-8.256
8642.pdbqt,-8.256
2811.pdbqt,-8.256
4023.pdbqt,-8.256
5496.pdbqt,-8.256
1543.pdbqt,-8.255
1092.pdbqt,-8.255
6973.pdbqt,-8.255
8461.pdbqt,-8.255
1313.pdbqt,-8.255
3212.pdbqt,-8.255
4751.pdbqt,-8.254
4010.pdbqt,-8.254
3913.pdbqt,-8.254
8912.pdbqt,-8.254
6770.pdbqt,-8.254
2562.pdbqt,-8.254
9017.pdbqt,-8.254
5701.pdbqt,-8.253
938.pdbqt,-8.253
7930.pdbqt,-8.253
4171.pdbqt,-8.253
3989.pdbqt,-8.252
4112.pdbqt,-8.252
4258.pdbqt,-8.251
8874.pdbqt,-8.251
9066.pdbqt,-8.251
3053.pdbqt,-8.251
8493.pdbqt,-8.251
643.pdbqt,-8.251
452.pdbqt,-8.251
2524.pdbqt,-8.25
2484.pdbqt,-8.25
3978.pdbqt,-8.25
6281.pdbqt,-8.25
1826.pdbqt,-8.25
8939.pdbqt,-8.25
2121.pdbqt,-8.25
4445.pdbqt,-8.249
4096.pdbqt,-8.249
160.pdbqt,-8.249
4241.pdbqt,-8.249
2177.pdbqt,-8.249
5921.pdbqt,-8.249
7352.pdbqt,-8.248
8928.pdbqt,-8.248
6406.pdbqt,-8.248
2213.pdbqt,-8.248
193.pdbqt,-8.248
1553.pdbqt,-8.248
8708.pdbqt,-8.248
4497.pdbqt,-8.248
7427.pdbqt,-8.247
2718.pdbqt,-8.246
6918.pdbqt,-8.246
422.pdbqt,-8.246
2409.pdbqt,-8.246
229.pdbqt,-8.246
3391.pdbqt,-8.246
1689.pdbqt,-8.245
4511.pdbqt,-8.245
4795.pdbqt,-8.245
9139.pdbqt,-8.244
232.pdbqt,-8.244
7023.pdbqt,-8.244
4080.pdbqt,-8.243
3273.pdbqt,-8.243
4156.pdbqt,-8.243
3311.pdbqt,-8.243
3435.pdbqt,-8.243
2387.pdbqt,-8.242
2383.pdbqt,-8.242
652.pdbqt,-8.242
8070.pdbqt,-8.242
4452.pdbqt,-8.242
1696.pdbqt,-8.241
6496.pdbqt,-8.241
4884.pdbqt,-8.241
4028.pdbqt,-8.241
4262.pdbqt,-8.241
4889.pdbqt,-8.241
4157.pdbqt,-8.241
4995.pdbqt,-8.241
2195.pdbqt,-8.241
2800.pdbqt,-8.241
5922.pdbqt,-8.241
2074.pdbqt,-8.24
9170.pdbqt,-8.24
2661.pdbqt,-8.24
538.pdbqt,-8.24
2770.pdbqt,-8.24
4700.pdbqt,-8.24
2807.pdbqt,-8.239
248.pdbqt,-8.239
7466.pdbqt,-8.239
7855.pdbqt,-8.239
4800.pdbqt,-8.238
4282.pdbqt,-8.238
5950.pdbqt,-8.238
6492.pdbqt,-8.238
3010.pdbqt,-8.238
5828.pdbqt,-8.238
623.pdbqt,-8.238
5839.pdbqt,-8.238
8422.pdbqt,-8.238
6631.pdbqt,-8.237
3154.pdbqt,-8.237
3971.pdbqt,-8.237
6882.pdbqt,-8.237
5607.pdbqt,-8.237
1349.pdbqt,-8.236
2778.pdbqt,-8.236
2363.pdbqt,-8.236
3418.pdbqt,-8.236
7325.pdbqt,-8.236
5248.pdbqt,-8.236
3409.pdbqt,-8.236
4838.pdbqt,-8.235
8553.pdbqt,-8.235
7131.pdbqt,-8.235
1530.pdbqt,-8.234
6692.pdbqt,-8.234
92.pdbqt,-8.234
140.pdbqt,-8.234
8677.pdbqt,-8.234
6909.pdbqt,-8.234
6969.pdbqt,-8.234
386.pdbqt,-8.234
3384.pdbqt,-8.234
378.pdbqt,-8.234
2280.pdbqt,-8.233
4824.pdbqt,-8.233
565.pdbqt,-8.233
3028.pdbqt,-8.232
8182.pdbqt,-8.232
8698.pdbqt,-8.232
3828.pdbqt,-8.232
7999.pdbqt,-8.232
954.pdbqt,-8.232
2806.pdbqt,-8.232
6499.pdbqt,-8.232
3502.pdbqt,-8.232
4801.pdbqt,-8.231
3536.pdbqt,-8.231
4962.pdbqt,-8.231
9000.pdbqt,-8.231
1860.pdbqt,-8.23
7033.pdbqt,-8.23
8240.pdbqt,-8.23
6786.pdbqt,-8.23
1685.pdbqt,-8.23
5767.pdbqt,-8.23
4631.pdbqt,-8.229
2333.pdbqt,-8.229
8269.pdbqt,-8.229
6479.pdbqt,-8.229
2603.pdbqt,-8.229
989.pdbqt,-8.229
8953.pdbqt,-8.228
6346.pdbqt,-8.228
1775.pdbqt,-8.228
1223.pdbqt,-8.228
6565.pdbqt,-8.228
6183.pdbqt,-8.228
1948.pdbqt,-8.228
4979.pdbqt,-8.227
573.pdbqt,-8.227
3000.pdbqt,-8.227
3606.pdbqt,-8.227
396.pdbqt,-8.226
5802.pdbqt,-8.226
1185.pdbqt,-8.226
8315.pdbqt,-8.226
5233.pdbqt,-8.225
6212.pdbqt,-8.225
2123.pdbqt,-8.225
961.pdbqt,-8.225
6444.pdbqt,-8.225
6312.pdbqt,-8.225
8207.pdbqt,-8.225
2052.pdbqt,-8.225
6525.pdbqt,-8.225
9064.pdbqt,-8.224
8839.pdbqt,-8.224
3774.pdbqt,-8.224
7196.pdbqt,-8.224
6673.pdbqt,-8.224
8764.pdbqt,-8.224
2277.pdbqt,-8.224
7699.pdbqt,-8.224
6034.pdbqt,-8.223
6630.pdbqt,-8.223
8868.pdbqt,-8.223
7324.pdbqt,-8.223
4153.pdbqt,-8.223
1742.pdbqt,-8.223
2274.pdbqt,-8.222
4579.pdbqt,-8.222
7065.pdbqt,-8.222
3690.pdbqt,-8.222
5703.pdbqt,-8.222
2586.pdbqt,-8.222
3397.pdbqt,-8.221
5974.pdbqt,-8.221
8894.pdbqt,-8.221
5560.pdbqt,-8.221
1252.pdbqt,-8.221
156.pdbqt,-8.221
7060.pdbqt,-8.221
5180.pdbqt,-8.221
3421.pdbqt,-8.221
4776.pdbqt,-8.22
5629.pdbqt,-8.22
8923.pdbqt,-8.22
3359.pdbqt,-8.22
3943.pdbqt,-8.22
3938.pdbqt,-8.22
1874.pdbqt,-8.22
9051.pdbqt,-8.22
6178.pdbqt,-8.219
3545.pdbqt,-8.219
510.pdbqt,-8.219
2897.pdbqt,-8.219
2860.pdbqt,-8.218
7642.pdbqt,-8.218
1903.pdbqt,-8.218
857.pdbqt,-8.218
5022.pdbqt,-8.218
4095.pdbqt,-8.218
3939.pdbqt,-8.217
5028.pdbqt,-8.217
733.pdbqt,-8.217
6730.pdbqt,-8.217
9067.pdbqt,-8.217
2571.pdbqt,-8.217
1904.pdbqt,-8.216
5706.pdbqt,-8.216
6521.pdbqt,-8.216
1934.pdbqt,-8.216
391.pdbqt,-8.216
4320.pdbqt,-8.215
3981.pdbqt,-8.215
1664.pdbqt,-8.215
5199.pdbqt,-8.215
7237.pdbqt,-8.215
1167.pdbqt,-8.215
4158.pdbqt,-8.215
5818.pdbqt,-8.214
1611.pdbqt,-8.214
5051.pdbqt,-8.214
8704.pdbqt,-8.214
1468.pdbqt,-8.213
673.pdbqt,-8.213
5658.pdbqt,-8.213
6336.pdbqt,-8.213
52.pdbqt,-8.213
8816.pdbqt,-8.212
6528.pdbqt,-8.212
5399.pdbqt,-8.212
609.pdbqt,-8.212
8732.pdbqt,-8.212
4750.pdbqt,-8.212
4390.pdbqt,-8.212
8203.pdbqt,-8.212
7507.pdbqt,-8.211
8808.pdbqt,-8.211
2874.pdbqt,-8.211
8471.pdbqt,-8.211
7048.pdbqt,-8.211
978.pdbqt,-8.211
6934.pdbqt,-8.21
2140.pdbqt,-8.21
6378.pdbqt,-8.21
1319.pdbqt,-8.21
6277.pdbqt,-8.21
7211.pdbqt,-8.209
8476.pdbqt,-8.208
5559.pdbqt,-8.208
557.pdbqt,-8.207
5909.pdbqt,-8.207
716.pdbqt,-8.207
6375.pdbqt,-8.207
7264.pdbqt,-8.207
4432.pdbqt,-8.207
2585.pdbqt,-8.206
3959.pdbqt,-8.206
3743.pdbqt,-8.205
4101.pdbqt,-8.205
4050.pdbqt,-8.205
535.pdbqt,-8.205
8311.pdbqt,-8.205
7974.pdbqt,-8.205
2174.pdbqt,-8.204
3880.pdbqt,-8.204
3713.pdbqt,-8.203
6311.pdbqt,-8.203
2509.pdbqt,-8.203
7172.pdbqt,-8.203
46.pdbqt,-8.203
2010.pdbqt,-8.203
7718.pdbqt,-8.203
4767.pdbqt,-8.202
4643.pdbqt,-8.202
7844.pdbqt,-8.202
7535.pdbqt,-8.202
1100.pdbqt,-8.202
9086.pdbqt,-8.201
1136.pdbqt,-8.2
7801.pdbqt,-8.2
5631.pdbqt,-8.2
7570.pdbqt,-8.2
2947.pdbqt,-8.2
6982.pdbqt,-8.2
5786.pdbqt,-8.2
3797.pdbqt,-8.199
7920.pdbqt,-8.199
1895.pdbqt,-8.199
8420.pdbqt,-8.198
6749.pdbqt,-8.198
7829.pdbqt,-8.198
134.pdbqt,-8.198
3257.pdbqt,-8.198
2790.pdbqt,-8.197
7213.pdbqt,-8.197
727.pdbqt,-8.197
1421.pdbqt,-8.196
5285.pdbqt,-8.196
4268.pdbqt,-8.196
5187.pdbqt,-8.196
3720.pdbqt,-8.196
6096.pdbqt,-8.196
4404.pdbqt,-8.195
7158.pdbqt,-8.195
4661.pdbqt,-8.195
696.pdbqt,-8.195
3567.pdbqt,-8.195
6619.pdbqt,-8.195
8477.pdbqt,-8.194
3325.pdbqt,-8.194
5964.pdbqt,-8.194
8513.pdbqt,-8.194
2270.pdbqt,-8.194
6785.pdbqt,-8.194
5707.pdbqt,-8.193
8512.pdbqt,-8.193
5880.pdbqt,-8.193
7140.pdbqt,-8.193
4931.pdbqt,-8.193
6457.pdbqt,-8.192
5738.pdbqt,-8.192
3775.pdbqt,-8.192
7952.pdbqt,-8.192
2933.pdbqt,-8.192
7099.pdbqt,-8.192
7135.pdbqt,-8.192
1754.pdbqt,-8.191
352.pdbqt,-8.191
2291.pdbqt,-8.191
2673.pdbqt,-8.19
2658.pdbqt,-8.19
5163.pdbqt,-8.19
7626.pdbqt,-8.19
7227.pdbqt,-8.189
6264.pdbqt,-8.189
1061.pdbqt,-8.189
371.pdbqt,-8.189
1961.pdbqt,-8.189
2910.pdbqt,-8.189
1771.pdbqt,-8.189
2569.pdbqt,-8.188
4304.pdbqt,-8.188
2002.pdbqt,-8.188
2486.pdbqt,-8.188
6676.pdbqt,-8.187
6368.pdbqt,-8.187
6237.pdbqt,-8.187
6117.pdbqt,-8.187
8834.pdbqt,-8.187
805.pdbqt,-8.187
4518.pdbqt,-8.187
110.pdbqt,-8.187
8665.pdbqt,-8.186
4491.pdbqt,-8.186
8488.pdbqt,-8.186
5519.pdbqt,-8.186
7252.pdbqt,-8.185
251.pdbqt,-8.185
3882.pdbqt,-8.185
4103.pdbqt,-8.185
2721.pdbqt,-8.185
2886.pdbqt,-8.185
4961.pdbqt,-8.185
8328.pdbqt,-8.185
300.pdbqt,-8.185
1636.pdbqt,-8.185
2005.pdbqt,-8.184
7258.pdbqt,-8.184
4350.pdbqt,-8.184
8257.pdbqt,-8.184
2006.pdbqt,-8.184
1613.pdbqt,-8.184
2273.pdbqt,-8.183
1704.pdbqt,-8.183
7081.pdbqt,-8.183
7126.pdbqt,-8.183
4330.pdbqt,-8.183
5617.pdbqt,-8.183
3239.pdbqt,-8.183
5055.pdbqt,-8.183
2260.pdbqt,-8.182
409.pdbqt,-8.182
542.pdbqt,-8.182
5353.pdbqt,-8.182
3539.pdbqt,-8.182
6385.pdbqt,-8.181
6983.pdbqt,-8.181
8285.pdbqt,-8.181
861.pdbqt,-8.181
8378.pdbqt,-8.181
2931.pdbqt,-8.18
8008.pdbqt,-8.18
7738.pdbqt,-8.18
1519.pdbqt,-8.18
1671.pdbqt,-8.18
414.pdbqt,-8.18
7077.pdbqt,-8.18
8739.pdbqt,-8.179
8738.pdbqt,-8.179
1612.pdbqt,-8.179
4997.pdbqt,-8.179
1588.pdbqt,-8.178
4785.pdbqt,-8.178
2554.pdbqt,-8.178
7064.pdbqt,-8.178
2750.pdbqt,-8.178
3220.pdbqt,-8.177
7937.pdbqt,-8.177
1526.pdbqt,-8.177
7940.pdbqt,-8.177
7275.pdbqt,-8.177
8972.pdbqt,-8.177
8304.pdbqt,-8.177
1034.pdbqt,-8.177
956.pdbqt,-8.177
7137.pdbqt,-8.177
8452.pdbqt,-8.176
6468.pdbqt,-8.176
6512.pdbqt,-8.176
3002.pdbqt,-8.176
8454.pdbqt,-8.176
1240.pdbqt,-8.175
5758.pdbqt,-8.175
4401.pdbqt,-8.175
1863.pdbqt,-8.175
7767.pdbqt,-8.175
5562.pdbqt,-8.175
5183.pdbqt,-8.175
2888.pdbqt,-8.175
7434.pdbqt,-8.175
5677.pdbqt,-8.175
7721.pdbqt,-8.175
2698.pdbqt,-8.175
17.pdbqt,-8.174
7478.pdbqt,-8.174
2057.pdbqt,-8.174
8634.pdbqt,-8.174
7437.pdbqt,-8.173
3870.pdbqt,-8.173
3491.pdbqt,-8.173
3845.pdbqt,-8.173
6595.pdbqt,-8.173
5178.pdbqt,-8.173
